id,timestamp,port,pps,bps,conf,action,attack_type,note
77,2026-05-13 17:13:08.501763,1,5803225.0,238022.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
76,2026-05-13 17:12:43.019907,2,1122367.9,46036.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
75,2026-05-13 17:12:34.972292,2,1088962.2,44666.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
74,2026-05-13 17:12:31.075442,2,1127109.8,46231.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
73,2026-05-13 17:12:25.054822,2,1090649.0,44735.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
72,2026-05-13 17:12:20.975224,2,1060967.8,43518.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
71,2026-05-13 17:12:16.969405,2,1178531.6,48340.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
70,2026-05-13 17:12:13.952137,2,4830776.5,198149.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
69,2026-05-13 17:11:56.949711,2,1163915.1,47741.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
68,2026-05-13 17:11:04.960557,3,589279.8,24171.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
67,2026-05-13 17:10:44.957773,2,765496.4,31399.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
66,2026-05-13 17:10:02.894598,3,295301.7,12113.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
65,2026-05-13 17:09:40.834266,2,1179874.0,48395.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
64,2026-05-13 17:09:06.999975,2,1033425.7,42388.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
63,2026-05-13 17:08:48.762459,2,1103989.1,45282.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
62,2026-05-13 15:50:02.694111,2,13447117.0,551542.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
61,2026-05-13 15:44:35.945358,2,23344196.0,957476.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
60,2026-05-13 15:42:44.241457,3,17528468.0,718941.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
59,2026-05-13 15:42:39.296427,2,4213951.0,172839.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
58,2026-05-13 15:41:35.7944,2,51173068.0,2098895.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
57,2026-05-13 15:41:32.301289,3,4715295.5,193400.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
56,2026-05-13 15:40:30.522377,2,24571436.0,1007812.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
55,2026-05-13 15:39:27.195366,2,3715112.2,152379.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
54,2026-05-13 15:39:17.279366,3,24427254.0,1001899.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
53,2026-05-13 15:38:07.615724,2,6771394.0,277734.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
52,2026-05-13 15:36:39.530281,2,42678280.0,1750476.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
51,2026-05-13 15:36:23.081802,3,32018944.0,1313277.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
50,2026-05-13 15:35:08.586286,2,32348946.0,1326812.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
49,2026-05-13 15:34:06.531171,2,47556828.0,1950598.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
48,2026-05-13 15:32:48.258763,2,1094462.1,44890.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
47,2026-05-13 15:30:35.114417,2,4503569.0,184719.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
46,2026-05-13 15:29:18.823996,2,3283687.5,134683.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
45,2026-05-13 15:28:33.672353,3,17152384.0,703524.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
44,2026-05-13 15:28:15.096961,2,25171538.0,1032426.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
43,2026-05-13 15:26:38.332751,2,2072733.2,85014.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
42,2026-05-13 15:25:22.855374,2,9967345.0,408822.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
41,2026-05-13 15:24:34.982363,3,24743892.0,1014911.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
40,2026-05-13 15:24:20.298354,2,21120432.0,866348.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
39,2026-05-13 15:16:04.291406,2,2009865.1,82436.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
38,2026-05-13 15:16:02.675127,1,144384700.0,5922028.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
37,2026-05-13 15:15:45.517591,3,3467589.8,142225.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
36,2026-05-13 15:14:20.934519,3,2891795.5,118608.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
35,2026-05-11 23:02:00.257141,2,24096646.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
34,2026-05-11 23:02:00.229623,2,24096646.0,988339.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
33,2026-05-11 22:54:17.182173,3,15023724.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
32,2026-05-11 22:54:17.160488,3,15023724.0,616207.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
31,2026-05-11 22:54:14.659165,1,12684.9,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
30,2026-05-11 22:54:14.631872,1,12684.9,520.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
29,2026-05-11 22:54:10.727463,4,12634.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
28,2026-05-11 22:54:10.699109,4,12634.2,518.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
27,2026-05-11 22:03:24.012082,3,16605.7,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
26,2026-05-11 22:03:23.925965,3,16605.7,1395.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
25,2026-05-11 22:03:23.642055,2,16205.1,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
24,2026-05-11 22:03:23.566914,2,16205.1,1368.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
23,2026-05-11 22:03:23.336796,1,11246.7,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
22,2026-05-11 22:03:23.306051,1,11246.7,952.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
21,2026-05-11 20:18:37.574069,1,10311093.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
20,2026-05-11 20:18:37.537254,1,10311093.0,422935.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
19,2026-05-11 20:17:15.391551,3,5911999.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
18,2026-05-11 20:17:15.353387,3,5911999.5,242515.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
17,2026-05-11 20:16:11.894764,2,4405521.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
16,2026-05-11 20:16:11.85965,2,4405521.0,180696.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
15,2026-05-11 20:11:44.974123,3,18782.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
14,2026-05-11 20:11:44.947589,3,18782.5,1671.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
13,2026-05-11 20:11:37.067671,1,1051631.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
12,2026-05-11 20:11:36.921747,1,1051631.8,43138.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
11,2026-05-11 20:10:55.545388,2,37908380.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
10,2026-05-11 20:10:55.390457,2,37908380.0,1554843.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
9,2026-05-10 16:52:25.582426,1,33132.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
8,2026-05-10 16:52:25.534021,1,33132.4,1747.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
7,2026-05-10 16:51:25.281193,2,171117.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
6,2026-05-10 16:51:25.232249,2,171117.8,9023.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
5,2026-05-10 16:51:24.073895,1,60745.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
4,2026-05-10 16:51:24.021638,1,60745.2,3203.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
